HH_ID,repeat_instance,collection_date,village,total_num_mosq_in_hh,abdominal_status,species_type,collection_week,collection_month_year_combo,sample_id_mosquito,sample_id_head,HbtubCT1_h,HbtubCT2_h,pfr364CT1_h,pfr364CT2_h,pfr364Q1_h,pfr364Q2_h,pf_pcr_infection_status_sample_level_h,pfr364Q_combined_h,hb_status_sample_level_h,sample_id_abdomen,HbtubCT1_a,HbtubCT2_a,pfr364CT1_a,pfr364CT2_a,pfr364Q1_a,pfr364Q2_a,pf_pcr_infection_status_sample_level_a,pfr364Q_combined_a,hb_status_sample_level_a,pf_infection_status_mosquito_level,hb_status_mosquito_level
M01,6,2017-07-25,Maruti,5,Half Gravid,An. gambiae,30,7-2017,M01 00021,M01 H00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00021,31.116,31.286,NA,NA,NA,NA,negative,NA,positive,negative,positive
M01,6,2017-07-25,Maruti,5,Half Gravid,An. gambiae,30,7-2017,M01 00022,M01 H00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00022,34.531,33.159,NA,NA,NA,NA,negative,NA,positive,negative,positive
M01,6,2017-07-25,Maruti,5,Half Gravid,Un-identified,30,7-2017,M01 00023,M01 H00023,33.938,35.755,NA,NA,NA,NA,negative,NA,positive,M01 A00023,NA,39.218,NA,NA,NA,NA,negative,NA,positive,negative,positive
M01,6,2017-07-25,Maruti,5,Blood Fed,Un-identified,30,7-2017,M01 00019,M01 H00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00019,36.145,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Half Gravid,An. gambiae,30,7-2017,M07 00072,M07 H00072,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00072,NA,35.980644,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Blood Fed,An. gambiae,30,7-2017,M07 00073,M07 H00073,35.802673,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00073,33.79588,34.710785,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Blood Fed,An. gambiae,30,7-2017,M07 00074,M07 H00074,35.657715,35.6128,NA,NA,NA,NA,negative,NA,positive,M07 A00074,35.29109,34.628544,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Blood Fed,An. gambiae,30,7-2017,M07 00075,M07 H00075,34.893654,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00075,33.36774,33.29336,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Blood Fed,An. gambiae,30,7-2017,M07 00076,M07 H00076,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00076,NA,35.897205,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Blood Fed,Un-identified,30,7-2017,M07 00077,M07 H00077,34.820995,35.142082,NA,NA,NA,NA,negative,NA,positive,M07 A00077,35.02317,35.851685,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Blood Fed,An. gambiae,30,7-2017,M07 00078,M07 H00078,35.664127,37.043194,NA,NA,NA,NA,negative,NA,positive,M07 A00078,37.19613,35.776173,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,8,2017-07-25,Maruti,10,Half Gravid,An. gambiae,30,7-2017,M07 00079,M07 H00079,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00079,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,8,2017-07-25,Maruti,10,Half Gravid,An. gambiae,30,7-2017,M07 00080,M07 H00080,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00080,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,8,2017-07-25,Maruti,10,Half Gravid,An. gambiae,30,7-2017,M07 00081,M07 H00081,35.75361,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00081,34.71371,35.67799,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,5,2017-07-25,Maruti,2,Unfed,An. gambiae,30,7-2017,M03 00014,M03 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,M03 A00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M03,5,2017-07-25,Maruti,2,Half Gravid,An. gambiae,30,7-2017,M03 00015,M03 H00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,M03 A00015,33.574,35.998,NA,NA,NA,NA,negative,NA,positive,negative,positive
M05,5,2017-07-25,Maruti,1,Blood Fed,Un-identified,30,7-2017,M05 00010,M05 H00010,37.671,37.845,NA,NA,NA,NA,negative,NA,positive,M05 A00010,35.118,34.706,NA,NA,NA,NA,negative,NA,positive,negative,positive
M13,6,2017-07-25,Maruti,6,Blood Fed,An. gambiae,30,7-2017,M13 00020,M13 H00020,34.718,35.119,NA,NA,NA,NA,negative,NA,positive,M13 A00020,31.735,31.711,NA,NA,NA,NA,negative,NA,positive,negative,positive
M13,6,2017-07-25,Maruti,6,Half Gravid,An. gambiae,30,7-2017,M13 00021,M13 H00021,35.549,NA,39.115,NA,2e-6,NA,positive,2e-6,positive,M13 A00021,NA,34.569,NA,NA,NA,NA,negative,NA,positive,positive,positive
M13,6,2017-07-25,Maruti,6,Blood Fed,An. funestus,30,7-2017,M13 00022,M13 H00022,31.649,31.775,NA,NA,NA,NA,negative,NA,positive,M13 A00022,30.771,31.379,NA,NA,NA,NA,negative,NA,positive,negative,positive
M13,6,2017-07-25,Maruti,6,Half Gravid,Un-identified,30,7-2017,M13 00023,M13 H00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,6,2017-07-25,Maruti,6,Gravid,Un-identified,30,7-2017,M13 00024,M13 H00024,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00024,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,6,2017-07-25,Maruti,6,Half Gravid,An. gambiae,30,7-2017,M13 00025,M13 H00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M06,6,2017-07-25,Maruti,8,Half Gravid,An. gambiae,30,7-2017,M06 00026,M06 H00026,NA,35.763,NA,NA,NA,NA,negative,NA,positive,M06 A00026,NA,NA,NA,39.109,NA,NA,negative,NA,negative,negative,positive
M06,6,2017-07-25,Maruti,8,Half Gravid,An. gambiae,30,7-2017,M06 00027,M06 H00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00027,35.484,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,6,2017-07-25,Maruti,8,Gravid,Un-identified,30,7-2017,M06 00028,M06 H00028,NA,38.474,NA,NA,NA,NA,negative,NA,positive,M06 A00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M06,6,2017-07-25,Maruti,8,Half Gravid,An. gambiae,30,7-2017,M06 00029,M06 H00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M06,6,2017-07-25,Maruti,8,Blood Fed,An. gambiae,30,7-2017,M06 00030,M06 H00030,30.909,30.619,NA,NA,NA,NA,negative,NA,positive,M06 A00030,37.821,34.486,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,6,2017-07-25,Maruti,8,Blood Fed,Un-identified,30,7-2017,M06 00031,M06 H00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00031,31.122,31.631,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,6,2017-07-25,Maruti,8,Gravid,An. gambiae,30,7-2017,M06 00032,M06 H00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M06,6,2017-07-25,Maruti,8,Half Gravid,Un-identified,30,7-2017,M06 00033,M06 H00033,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00033,NA,38.685,NA,NA,NA,NA,negative,NA,positive,negative,positive
S06,4,2017-07-26,Sitabicha,1,Half Gravid,An. gambiae,30,7-2017,S06 00009,S06 H00009,NA,39.451,NA,NA,NA,NA,negative,NA,positive,S06 A00009,35.262,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
S04,5,2017-07-26,Sitabicha,2,Half Gravid,An. gambiae,30,7-2017,S04 00011,S04 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,S04 A00011,35.406,35.473,NA,NA,NA,NA,negative,NA,positive,negative,positive
S04,5,2017-07-26,Sitabicha,2,Blood Fed,An. gambiae,30,7-2017,S04 00012,S04 H00012,NA,35.682,NA,NA,NA,NA,negative,NA,positive,S04 A00012,32.908,32.338,36.792,NA,3e-6,NA,positive,3e-6,positive,positive,positive
S01,8,2017-07-26,Sitabicha,2,Half Gravid,An. gambiae,30,7-2017,S01 00008,S01 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,S01 A00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S01,8,2017-07-26,Sitabicha,2,Blood Fed,An. gambiae,30,7-2017,S01 00009,S01 H00009,34.898,34.513,NA,NA,NA,NA,negative,NA,positive,S01 A00009,35.773,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
K01,6,2017-07-31,Kinesamo,2,Half Gravid,An. gambiae,31,7-2017,K01 00033,K01 H00033,33.738,33.619,NA,NA,NA,NA,negative,NA,positive,K01 A00033,32.38,32.28,NA,NA,NA,NA,negative,NA,positive,negative,positive
K01,6,2017-07-31,Kinesamo,2,Half Gravid,An. demeilloni,31,7-2017,K01 00034,K01 H00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,K01 A00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K10,2,2017-07-31,Kinesamo,1,Half Gravid,An. funestus,31,7-2017,K10 00003,K10 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,K10 A00003,NA,34.792,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,5,2017-07-31,Kinesamo,1,Blood Fed,An. gambiae,31,7-2017,K05 00014,K05 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,K05 A00014,32.969,32.698,NA,NA,NA,NA,negative,NA,positive,negative,positive
K09,2,2017-07-31,Kinesamo,1,Unfed,Un-identified,31,7-2017,K09 00003,K09 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,K09 A00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K13,4,2017-07-31,Kinesamo,2,Blood Fed,An. gambiae,31,7-2017,K13 00004,K13 H00004,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00004,32.199,33.346,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,4,2017-07-31,Kinesamo,2,Blood Fed,An. gambiae,31,7-2017,K13 00005,K13 H00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00005,31.756,31.525,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,6,2017-08-01,Maruti,1,Unfed,An. gambiae,31,8-2017,M03 00016,M03 H00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,M03 A00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00082,M07 H00082,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00082,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00083,M07 H00083,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00083,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00084,M07 H00084,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00084,37.205,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,9,2017-08-01,Maruti,16,Gravid,An. gambiae,31,8-2017,M07 00085,M07 H00085,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00085,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00086,M07 H00086,NA,NA,NA,NA,NA,NA,negative,NA,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00087,M07 H00087,36.814,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00087,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M07,9,2017-08-01,Maruti,16,Blood Fed,An. gambiae,31,8-2017,M07 00088,M07 H00088,35.278,36.298,NA,NA,NA,NA,negative,NA,positive,M07 A00088,35.668,38.45,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00089,M07 H00089,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00089,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,Un-identified,31,8-2017,M07 00090,M07 H00090,35.783,34.332,NA,NA,NA,NA,negative,NA,positive,M07 A00090,32.535,32.748,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,9,2017-08-01,Maruti,16,Blood Fed,Un-identified,31,8-2017,M07 00091,M07 H00091,33.363,35.65,NA,NA,NA,NA,negative,NA,positive,M07 A00091,29.515,29.479,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,9,2017-08-01,Maruti,16,Blood Fed,An. gambiae,31,8-2017,M07 00092,M07 H00092,32.887,33.173,NA,NA,NA,NA,negative,NA,positive,M07 A00092,35.855,35.639,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00093,M07 H00093,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00093,NA,35.985,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,9,2017-08-01,Maruti,16,Half Gravid,Un-identified,31,8-2017,M07 00094,M07 H00094,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00094,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Blood Fed,An. gambiae,31,8-2017,M07 00095,M07 H00095,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00095,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,9,2017-08-01,Maruti,16,Half Gravid,An. gambiae,31,8-2017,M07 00096,M07 H00096,35.462,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00096,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M07,9,2017-08-01,Maruti,16,Blood Fed,An. gambiae,31,8-2017,M07 00097,M07 H00097,32.878,32.493,NA,NA,NA,NA,negative,NA,positive,M07 A00097,33.612,31.814,NA,NA,NA,NA,negative,NA,positive,negative,positive
M04,4,2017-08-01,Maruti,9,Half Gravid,An. gambiae,31,8-2017,M04 00006,M04 H00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M04,4,2017-08-01,Maruti,9,Half Gravid,An. gambiae,31,8-2017,M04 00007,M04 H00007,NA,35.885,NA,NA,NA,NA,negative,NA,positive,M04 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M04,4,2017-08-01,Maruti,9,Blood Fed,An. gambiae,31,8-2017,M04 00008,M04 H00008,35.695,NA,NA,NA,NA,NA,negative,NA,positive,M04 A00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M04,4,2017-08-01,Maruti,9,Half Gravid,An. gambiae,31,8-2017,M04 00009,M04 H00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M04,4,2017-08-01,Maruti,9,Blood Fed,Un-identified,31,8-2017,M04 00010,M04 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00010,33.653,34.723,37.809,35.495,2e-6,6e-6,positive,4e-6,positive,positive,positive
M04,4,2017-08-01,Maruti,9,Half Gravid,Un-identified,31,8-2017,M04 00011,M04 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M04,4,2017-08-01,Maruti,9,Half Gravid,Un-identified,31,8-2017,M04 00012,M04 H00012,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00012,35.654,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M04,4,2017-08-01,Maruti,9,Blood Fed,Un-identified,31,8-2017,M04 00013,M04 H00013,35.805,37.123,36.254,NA,4e-6,NA,positive,4e-6,positive,M04 A00013,34.148,33.134,33.363,33.538,2.2e-5,2e-5,positive,2.1000000000000002e-5,positive,positive,positive
M04,4,2017-08-01,Maruti,9,Gravid,Un-identified,31,8-2017,M04 00014,M04 H00014,NA,35.586,NA,NA,NA,NA,negative,NA,positive,M04 A00014,NA,NA,NA,38.04,NA,1e-6,positive,1e-6,negative,positive,positive
M14,7,2017-08-01,Maruti,2,Half Gravid,An. gambiae,31,8-2017,M14 00034,M14 H00034,36.001404,NA,NA,NA,NA,NA,negative,NA,positive,M14 A00034,39.06615,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,7,2017-08-01,Maruti,2,Half Gravid,An. gambiae,31,8-2017,M14 00035,M14 H00035,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00035,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,10,2017-08-01,Maruti,1,Gravid,An. gambiae,31,8-2017,M07 00098,M07 H00098,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00098,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,6,2017-08-01,Maruti,4,Half Gravid,An. gambiae,31,8-2017,M15 00032,M15 H00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,6,2017-08-01,Maruti,4,Half Gravid,An. pretoriensis,31,8-2017,M15 00033,M15 H00033,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00033,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,6,2017-08-01,Maruti,4,Gravid,An. gambiae,31,8-2017,M15 00034,M15 H00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,6,2017-08-01,Maruti,4,Blood Fed,An. gambiae,31,8-2017,M15 00035,M15 H00035,34.934,34.374,NA,NA,NA,NA,negative,NA,positive,M15 A00035,32.341,32.295,34.158,32.769,1.3e-5,2.8e-5,positive,2.05e-5,positive,positive,positive
M09,7,2017-08-01,Maruti,7,Blood Fed,Un-identified,31,8-2017,M09 00049,M09 H00049,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00049,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,7,2017-08-01,Maruti,7,Half Gravid,An. gambiae,31,8-2017,M09 00050,M09 H00050,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00050,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,7,2017-08-01,Maruti,7,Half Gravid,Un-identified,31,8-2017,M09 00051,M09 H00051,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00051,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,7,2017-08-01,Maruti,7,Half Gravid,An. gambiae,31,8-2017,M09 00052,M09 H00052,34.78,36.088,NA,NA,NA,NA,negative,NA,positive,M09 A00052,35.253,36.316,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,7,2017-08-01,Maruti,7,Gravid,An. gambiae,31,8-2017,M09 00053,M09 H00053,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00053,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,7,2017-08-01,Maruti,7,Half Gravid,An. gambiae,31,8-2017,M09 00054,M09 H00054,38.559,36.757,NA,NA,NA,NA,negative,NA,positive,M09 A00054,32.862,33.788,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,7,2017-08-01,Maruti,7,Half Gravid,Un-identified,31,8-2017,M09 00055,M09 H00055,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00055,NA,NA,32.469,32.74,5.1e-5,4.4e-5,positive,4.75e-5,negative,positive,negative
M06,7,2017-08-01,Maruti,4,Gravid,An. gambiae,31,8-2017,M06 00034,M06 H00034,37.4,35.233,36.624,NA,5e-6,NA,positive,5e-6,positive,M06 A00034,34.433,34.388,NA,35.899,NA,7e-6,positive,7e-6,positive,positive,positive
M06,7,2017-08-01,Maruti,4,Half Gravid,An. gambiae,31,8-2017,M06 00035,M06 H00035,36.963,38.196,NA,NA,NA,NA,negative,NA,positive,M06 A00035,37.942,37.546,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,7,2017-08-01,Maruti,4,Blood Fed,An. gambiae,31,8-2017,M06 00036,M06 H00036,35.844,34.08,NA,NA,NA,NA,negative,NA,positive,M06 A00036,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M06,7,2017-08-01,Maruti,4,Blood Fed,Un-identified,31,8-2017,M06 00037,M06 H00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00037,30.765,30.769,36.403,34.217,5e-6,1.9e-5,positive,1.2e-5,positive,positive,positive
M13,7,2017-08-01,Maruti,2,Half Gravid,An. gambiae,31,8-2017,M13 00026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M13,7,2017-08-01,Maruti,2,Half Gravid,An. gambiae,31,8-2017,M13 00027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,7,2017-08-01,Maruti,1,Blood Fed,An. gambiae,31,8-2017,M01 00024,M01 H00024,33.507,32.856,NA,NA,NA,NA,negative,NA,positive,M01 A00024,39.779,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
S02,3,2017-08-02,Sitabicha,1,Half Gravid,An. gambiae,31,8-2017,S02 00012,S02 H00012,34.847,35.123,NA,NA,NA,NA,negative,NA,positive,S02 A00012,39.112,37.634,NA,NA,NA,NA,negative,NA,positive,negative,positive
S09,1,2017-08-02,Sitabicha,1,Half Gravid,An. gambiae,31,8-2017,S09 00002,S09 H00002,31.318,31.261,NA,NA,NA,NA,negative,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,positive
S01,7,2017-08-02,Sitabicha,1,Half Gravid,An. gambiae,31,8-2017,S01 00010,S01 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,S01 A00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S10,7,2017-08-02,Sitabicha,1,Half Gravid,Un-identified,31,8-2017,S10 00005,S10 H00005,33.552,33.333,NA,NA,NA,NA,negative,NA,positive,S10 A00005,NA,34.316,NA,NA,NA,NA,negative,NA,positive,negative,positive
S05,3,2017-08-02,Sitabicha,1,Half Gravid,An. gambiae,31,8-2017,S05 00006,S05 H00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,S05 A00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K03,5,2017-08-09,Kinesamo,1,Blood Fed,An. gambiae,32,8-2017,K03 00008,K03 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,K03 A00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,4,2017-08-09,Kinesamo,1,Gravid,An. gambiae,32,8-2017,K07 00011,K07 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K13,5,2017-08-09,Kinesamo,1,Unfed,An. gambiae,32,8-2017,K13 00007,K13 H00007,38.73,NA,NA,NA,NA,NA,negative,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,positive
K01,7,2017-08-09,Kinesamo,6,Blood Fed,An. funestus,32,8-2017,K01 00035,K01 H00035,29.877,30.275,35.368,35.673,6e-6,5e-6,positive,5.5e-6,positive,K01 A00035,26.705,27.23,32.98,32.992,2.1e-5,2.1e-5,positive,2.1e-5,positive,positive,positive
K01,7,2017-08-09,Kinesamo,6,Half Gravid,An. gambiae,32,8-2017,K01 00036,K01 H00036,30.705,31.955,NA,NA,NA,NA,negative,NA,positive,K01 A00036,28.832,28.073,29.563,28.794,1.42e-4,2.18e-4,positive,1.8e-4,positive,positive,positive
K01,7,2017-08-09,Kinesamo,6,Gravid,An. gambiae,32,8-2017,K01 00037,K01 H00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,K01 A00037,28.088,27.709,38.106,NA,1e-6,NA,positive,1e-6,positive,positive,positive
K01,7,2017-08-09,Kinesamo,6,Half Gravid,An. gambiae,32,8-2017,K01 00038,K01 H00038,32.207,31.037,32.012,30.703,3.6e-5,7.5e-5,positive,5.5499999999999994e-5,positive,K01 A00038,29.995,29.44,28.746,28.1,2.23e-4,3.2e-4,positive,2.7150000000000004e-4,positive,positive,positive
K01,7,2017-08-09,Kinesamo,6,Blood Fed,Un-identified,32,8-2017,K01 00039,K01 H00039,35.244,35.222,NA,NA,NA,NA,negative,NA,positive,K01 A00039,27.311,27.355,32.165,33.332,3.3e-5,1.8e-5,positive,2.5500000000000003e-5,positive,positive,positive
K01,7,2017-08-09,Kinesamo,6,Half Gravid,An. funestus,32,8-2017,K01 00040,K01 H00040,35.199,35.935,35.302,35.338,6e-6,6e-6,positive,6e-6,positive,K01 A00040,27.483,27.655,28.212,28.806,3.01e-4,2.16e-4,positive,2.585e-4,positive,positive,positive
K02,5,2017-08-09,Kinesamo,1,Blood Fed,An. gambiae,32,8-2017,K02 00051,K02 H00051,33.752,33.351,NA,NA,NA,NA,negative,NA,positive,K02 A00051,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K14,6,2017-08-09,Kinesamo,6,Half Gravid,An. gambiae,32,8-2017,K14 00015,K14 H00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,K14 A00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K14,6,2017-08-09,Kinesamo,6,Half Gravid,An. gambiae,32,8-2017,K14 00016,K14 H00016,34.501,34.628,35.253,35.07,6e-6,6e-6,positive,6e-6,positive,K14 A00016,34.917,33.493,35.231,34.645,6e-6,8e-6,positive,7e-6,positive,positive,positive
K14,6,2017-08-09,Kinesamo,6,Blood Fed,An. gambiae,32,8-2017,K14 00017,K14 H00017,34.241,34.869,NA,NA,NA,NA,negative,NA,positive,K14 A00017,34.116,33.396,NA,NA,NA,NA,negative,NA,positive,negative,positive
K14,6,2017-08-09,Kinesamo,6,Half Gravid,An. gambiae,32,8-2017,K14 00018,K14 H00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,K14 A00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K14,6,2017-08-09,Kinesamo,6,Blood Fed,An. gambiae,32,8-2017,K14 00019,K14 H00019,35.151,NA,NA,NA,NA,NA,negative,NA,positive,K14 A00019,NA,35.679,36.955,NA,2e-6,NA,positive,2e-6,positive,positive,positive
